Lake	Species	Year	Length	Weight	THg	d15N	d13C	Sex	Age	THg_old
Mj?sa	?rret	2006	53.4	1640	0.416	13.925				
Mj?sa	?rret	2006	53.9	1880	1.202	16.257				
Mj?sa	?rret	2006	58.5	1540	0.707	15.022				
Mj?sa	?rret	2006	61	2060	0.633	14.92				
Mj?sa	?rret	2006	47.5	1310	0.469	14.574				
Mj?sa	?rret	2006	55.7	1935	0.544	14.435				
Mj?sa	?rret	2006	52.5	1860	0.349	13.571				
Mj?sa	?rret	2006	51	1435	0.375	14.549				
Mj?sa	?rret	2006	50.7	1845	0.349	13.592				
Mj?sa	?rret	2006	60	2501	0.415	14.686				
Mj?sa	?rret	2006	49.5	1528	0.48	14.604				
Mj?sa	?rret	2006	59.6	2297	0.586	14.533				
Mj?sa	?rret	2006	55.3	1913	0.643	15.477				
Mj?sa	?rret	2006	63.6	3120	0.585	14.739				
Mj?sa	?rret	2006	61	2420	0.72	13.015				
Mj?sa	?rret	2006	59.1	1843	1.148	15.724				
Mj?sa	?rret	2006	46	1341	0.41	14.362				
Mj?sa	?rret	2006	51.6	1799	0.327	13.333				
Mj?sa	?rret	2006	67.5	3850	0.732					
Mj?sa	?rret	2006	74	4950	0.806	14.183				
Mj?sa	?rret	2006	71.6	5600	1.015	13.165				
Mj?sa	?rret	2006	75.1	5430	0.726	14.205				
Mj?sa	?rret	2007	57.5	1928	0.409	13.855				
Mj?sa	?rret	2007	52.3	1749	0.28	14.19				
Mj?sa	?rret	2007	58	1851	0.496	14.322				
Mj?sa	?rret	2007	53.2	1795	0.253	14.005				
Mj?sa	?rret	2007	57	1937	1.026	15.708				
Mj?sa	?rret	2007	58	2092	0.587	14.789				
Mj?sa	?rret	2007	51.7	1580	0.382	14.907				
Mj?sa	?rret	2007	53.5	1638	0.351	14.098				
Mj?sa	?rret	2007	58.5	2373	1.449	15.509				
Mj?sa	?rret	2007	61.8	2916	0.384	15.054				
Mj?sa	?rret	2007	54.7	1746	0.583	16.751				
Mj?sa	?rret	2007	52.5	1585	0.528	15.217				
Mj?sa	?rret	2007	60.5	2627	0.518	15.301				
Mj?sa	?rret	2007	63.5	3154	0.9					
Mj?sa	?rret	2007	54.3	1728	0.325					
Mj?sa	?rret	2007	61.7	2316	0.526					
Mj?sa	?rret	2007	62	2447	0.627					
Mj?sa	?rret	2007	62	2773	0.302	13.895				
Mj?sa	?rret	2007	52.2	1509	0.345	14.068				
Mj?sa	?rret	2007	52	1730	0.692	15.449				
Mj?sa	?rret	2008	67	3450	0.559	14.6				
Mj?sa	?rret	2008	54	1670	0.45	14.2				
Mj?sa	?rret	2008	61	2430	1.276	15.1				
Mj?sa	?rret	2008	59	2520	0.748	14.8				
Mj?sa	?rret	2008	53	1700	0.3	14.2				
Mj?sa	?rret	2008	54.5	1720	0.26	14				
Mj?sa	?rret	2008	49	1510	0.531	15.1				
Mj?sa	?rret	2008	50	1650	0.284	14.2				
Mj?sa	?rret	2008	53	1620	0.768	15.3				
Mj?sa	?rret	2008	57	2260	0.652	15				
Mj?sa	?rret	2008	66	2800	0.587	14.6				
Mj?sa	?rret	2008	55	2000	0.407	14.2				
Mj?sa	?rret	2008	59	2410	0.466	14.6				
Mj?sa	?rret	2008	56	2150	0.254	14.5				
Mj?sa	?rret	2008	61	2250	0.532	14.7				
Mj?sa	?rret	2008	60	2240	0.591	15.3				
Mj?sa	?rret	2008	50	1400	0.393	15.2				
Mj?sa	?rret	2008	50	1470	0.771	14.6				
Mj?sa	?rret	2008	54	2125	0.745	15.7				
Mj?sa	?rret	2008	54.2	1700	1.152	15.9				
Mj?sa	?rret	2009	61.5	2628	0.882	15.3				
Mj?sa	?rret	2009	61	2532	0.437	14.5				
Mj?sa	?rret	2009	60.5	2538	0.403	14.3				
Mj?sa	?rret	2009	60	2631	0.611	13.9				
Mj?sa	?rret	2009	57.9	2204	0.542	14.5				
Mj?sa	?rret	2009	59	2352	0.397	15.5				
Mj?sa	?rret	2009	55.8	2132	0.456	14.1				
Mj?sa	?rret	2009	59.3	2153	1.026	14				
Mj?sa	?rret	2009	57.3	2136	0.657	13.8				
Mj?sa	?rret	2009	59.2	2194	1.081	14.1				
Mj?sa	?rret	2009	60.5	2497	0.395	14.9				
Mj?sa	?rret	2009	57.7	2073	0.704	14.1				
Mj?sa	?rret	2009	61	2489	0.787	15.4				
Mj?sa	?rret	2009	61	2146	0.439	14.6				
Mj?sa	?rret	2009	61.7	2395	0.822	14.9				
Mj?sa	?rret	2009	62.3	2128	0.964	15.6				
Mj?sa	?rret	2009	60	2262	0.356	14.6				
Mj?sa	?rret	2009	61.6	2297	0.791	15.5				
Mj?sa	?rret	2009	57	2180	0.365	14.9				
Mj?sa	?rret	2009	59.8	2450	0.475	14.8				
Mj?sa	?rret	2010	63	2420	0.818	15.4				
Mj?sa	?rret	2010	61	2300	0.718	16.1				
Mj?sa	?rret	2010	72	4800	0.675	15.3				
Mj?sa	?rret	2010	59	2680	0.54	16.2				
Mj?sa	?rret	2010	76	4380	1.26	15.8				
Mj?sa	?rret	2010	70	4200	0.441	15.7				
Mj?sa	?rret	2010	64.5	2740	0.572	15.6				
Mj?sa	?rret	2010	62	2470	0.319	15.6				
Mj?sa	?rret	2010	65.5	2900	0.403	15.4				
Mj?sa	?rret	2010	61	2480	0.309	15.3				
Mj?sa	?rret	2010	56	1860	0.403	16.2				
Mj?sa	?rret	2010	64.5	2770	0.316	15.9				
Mj?sa	?rret	2010	64.5	2440	0.593	15.8				
Mj?sa	?rret	2010	55	1900	0.317	15.4				
Mj?sa	?rret	2010	56	2020	0.438	15.7				
Mj?sa	?rret	2010	50.5	1460	0.381	15.6				
Mj?sa	?rret	2010	59	1800	0.634	15.8				
Mj?sa	?rret	2010	43.5	880	0.269	16.1				
Mj?sa	?rret	2010	63.5	1860	0.514	16				
Mj?sa	?rret	2010	75	5140	0.544	16.5				
Mj?sa	?rret	2011	74	4500	0.783	14.64				
Mj?sa	?rret	2011	70	3900	0.43	14.7				
Mj?sa	?rret	2011	70	3480	0.575	14.97				
Mj?sa	?rret	2011	68	3200	1.277	14.62				
Mj?sa	?rret	2011	69	3280	0.603	14.97				
Mj?sa	?rret	2011	61	2320	2.139	14.49				
Mj?sa	?rret	2011	61	2550	0.399	14.8				
Mj?sa	?rret	2011	62	2300	1.148	14.31				
Mj?sa	?rret	2011	64	2860	0.409	14.21				
Mj?sa	?rret	2011	71	3150	1.098	14.36				
Mj?sa	?rret	2011	60	2300	0.982	14.61				
Mj?sa	?rret	2011	62	2250	0.628	14.44				
Mj?sa	?rret	2011	67.5	2960	0.565	15.42				
Mj?sa	?rret	2011	58	2360	0.81	14.27				
Mj?sa	?rret	2011	55.5	1620	0.713	15.46				
Mj?sa	?rret	2011	67.5	3400	0.416	15				
Mj?sa	?rret	2011	54	1720	0.404	14.16				
Mj?sa	?rret	2011	61	2500	0.452	14.91				
Mj?sa	?rret	2012	53.2	1950	0.446	14.77				
Mj?sa	?rret	2012	63.3	2440	0.516	14.71				
Mj?sa	?rret	2012	52.5	1730	0.418	15.23				
Mj?sa	?rret	2012	53.4	1760	0.418	15.19				
Mj?sa	?rret	2012	61	2245	0.955	16.53				
Mj?sa	?rret	2012	58.7	1660	0.835	15.5				
Mj?sa	?rret	2012	73.5	4160	1.255	16.45				
Mj?sa	?rret	2012	76.5	4320	0.835	15.21				
Mj?sa	?rret	2012	71.7	4140	0.709	15.48				
Mj?sa	?rret	2012	56.2	1760	1.03	15.35				
Mj?sa	?rret	2012	70.6	4840	0.776	14.68				
Mj?sa	?rret	2012	51.4	1580	0.572	14.52				
Mj?sa	?rret	2012	54.3	2000	0.694	15.5				
Mj?sa	?rret	2012	53.1	1510	0.558	15.83				
Mj?sa	?rret	2012	52.4	1820	0.406	14.5				
Mj?sa	?rret	2012	68.7	3200	1.021	15.37				
Mj?sa	?rret	2012	47.5	1220	0.413	15.24				
Mj?sa	?rret	2012	53.8	1820	0.466	15.79				
Mj?sa	?rret	2012	56	2240	0.557	15.14				
Mj?sa	?rret	2012	63.7	3460	0.814	15.03				
Mj?sa	?rret	2013	81	6810	0.705	15.88	-30.04			
Mj?sa	?rret	2013	71.5	4075	0.462	15.1	-29.29			
Mj?sa	?rret	2013	66.5	3250	0.787	15.5	-28.34			
Mj?sa	?rret	2013	63.2	3580	0.589	15.55	-30.1			
Mj?sa	?rret	2013	67.5	2830	0.62	15.52	-28.2			
Mj?sa	?rret	2013	56.5	2210	0.46	15.48	-27.61			
Mj?sa	?rret	2013	55.1	1960	0.742	15.57	-27.11			
Mj?sa	?rret	2013	55	1590	0.418	15.61	-29.47			
Mj?sa	?rret	2013	48.1	1200	0.487	15.53	-27.22			
Mj?sa	?rret	2013	58	2440	0.413	15.81	-27.69			
Mj?sa	?rret	2013	51.4	1625	0.762	16.18	-28.02			
Mj?sa	?rret	2013	49.5	1395	0.469	15.79	-27.93			
Mj?sa	?rret	2013	52.3	1250	0.813	15.58	-27.22			
Mj?sa	?rret	2013	63.3	2790	0.422	15.34	-29.31			
Mj?sa	?rret	2013	54.7	1800	0.375	15.57	-27.55			
Mj?sa	?rret	2014	76	5450	0.53598	15.7	-30.36			
Mj?sa	?rret	2014	82	6275	0.85978	16.16	-30.65			
Mj?sa	?rret	2014	82.5	5780	1.251	16.67	-29.19			
Mj?sa	?rret	2014	79	5225	0.55072	15.31	-28.51			
Mj?sa	?rret	2014	69	3500	0.53034	15.4	-29.64			
Mj?sa	?rret	2014	64.5	2350	0.82755	15.66	-28.26			
Mj?sa	?rret	2014	62.5	3250	0.45491	15.87	-29.85			
Mj?sa	?rret	2014	59	2650	0.72793	16.51	-29.01			
Mj?sa	?rret	2014	74.5	4005	0.67883	15.6	-28.22			
Mj?sa	?rret	2014	76	5350	0.81604	15.94	-28.96			
Mj?sa	?rret	2014	76.5	5450	0.55452	15.9	-29.27			
Mj?sa	?rret	2014	69	5010	0.61274	16.08	-30.43			
Mj?sa	?rret	2014	81	7600	0.89463	15.67	-29.12			
Mj?sa	?rret	2014	83	7250	0.77195	16.12	-29.7			
Mj?sa	?rret	2014	84.5	8550	0.90609	15.45	-29.04			
Mj?sa	?rret	2015	74	4070	1.159	16.25	-27.24			
Mj?sa	?rret	2015	75.2	5350	0.677	16.17	-29.86			
Mj?sa	?rret	2015	78.8	6650	1.047	15.19	-30.3			
Mj?sa	?rret	2015	74.5	5910	0.634	16.69	-28.19			
Mj?sa	?rret	2015	71.5	5180	0.708	16.22	-27.68			
Mj?sa	?rret	2015	78.4	6120	1.03	16.44	-28.61			
Mj?sa	?rret	2015	81.5	6690	0.653	16.4	-28.3			
Mj?sa	?rret	2015	91.5	9970	1.067	15.6	-28.44			
Mj?sa	?rret	2015	83.5	7770	0.899	16.4	-27.96			
Mj?sa	?rret	2015	85.5	8220	0.709	16.39	-27.77			
Mj?sa	?rret	2015	58.3	2505	0.326	15.42	-26.97			
Mj?sa	?rret	2015	53.5	1710	0.236	15.07	-26.73			
Mj?sa	?rret	2015	54.7	1750	0.385	15.52	-26.95			
Mj?sa	?rret	2015	83.1	7410	1	16.72	-29.01			
Mj?sa	?rret	2015	51.5	1625	0.288	15.61	-27.61			
Mj?sa	?rret	2016	69.3	4130	0.378	15.76	-27.89			
Mj?sa	?rret	2016	67.5	3710	0.325	15.58	-27.37			
Mj?sa	?rret	2016	64	3470	0.337	15.07	-27.15			
Mj?sa	?rret	2016	69.2	3610	0.666	16.26	-27.8			
Mj?sa	?rret	2016	60.1	2400	0.745	16.05	-28.21			
Mj?sa	?rret	2016	63.7	2180	1.211	16.42	-26.63			
Mj?sa	?rret	2016	52.8	1820	0.634	15.73	-27.19			
Mj?sa	?rret	2016	56	2900	0.575	15.61	-26.76			
Mj?sa	?rret	2016	54.5	1570	0.446	15.61	-26.19			
Mj?sa	?rret	2016	53.5	1780	0.326	15.74	-26.78			
Mj?sa	?rret	2016	58.5	2260	0.694	16.23	-26.94			
Mj?sa	?rret	2016	52.7	1670	0.269	15.52	-26.41			
Mj?sa	?rret	2016	52.8	1820	0.458	16.47	-27.35			
Mj?sa	?rret	2016	62	2650	0.427	16.23	-28.13			
Mj?sa	?rret	2016	53.5	1750	0.259	15.02	-28.19			
Mj?sa	?rret	2017	81.5	6190	0.856	15	-26.86			
Mj?sa	?rret	2017	76.2	5630	0.988	15.1	-27.2			
Mj?sa	?rret	2017	68.3	4020	0.609	14.86	-27.49			
Mj?sa	?rret	2017	56.3	2130	0.298	14.83	-28.48			
Mj?sa	?rret	2017	64.2	2580	0.973	15.47	-27.07			
Mj?sa	?rret	2017	74.3	3560	1.48	15.52	-26.92			
Mj?sa	?rret	2017	57.6	2560	0.291	15.1	-27.3			
Mj?sa	?rret	2017	61.5	3040	0.676	15.15	-26.81			
Mj?sa	?rret	2017	56.5	2300	0.289	14.54	-27.38			
Mj?sa	?rret	2017	64.1	2980	0.399	14.35	-26.99			
Mj?sa	?rret	2017	66.8	3200	0.69	15.15	-27.09			
Mj?sa	?rret	2017	63.6	3040	0.353	15.13	-26.76			
Mj?sa	?rret	2017	62.3	3020	0.432	15.38	-27.4			
Mj?sa	?rret	2017	57.5	2440	0.355	14.51	-27.28			
Mj?sa	?rret	2017	69.5	4170	0.701	15.14	-28.5			
Mj?sa	?rret	2018	68	3237	0.346	15.57	-28.47			
Mj?sa	?rret	2018	70	2809	0.915	16.17	-28.81			
Mj?sa	?rret	2018	70	3231	0.364	16.11	-29.5			
Mj?sa	?rret	2018	60	2329	0.409	15.58	-29.06			
Mj?sa	?rret	2018	64	2445	0.382	15.34	-27.25			
Mj?sa	?rret	2018	75	4817	0.594	16	-29.58			
Mj?sa	?rret	2018	65	2768	0.204	15.12	-29.43			
Mj?sa	?rret	2018	67	2838	0.584	15.54	-29.26			
Mj?sa	?rret	2018	62	2367	0.287	15.46	-30.66			
Mj?sa	?rret	2018	70	3450	0.853	15.99	-28.6			
Mj?sa	?rret	2018	81	6200	0.268	15.26	-29.35			
Mj?sa	?rret	2018	73	4800	0.479	15.62	-27.63			
Mj?sa	?rret	2018	58	2550	0.203	15.5	-28.39			
Mj?sa	?rret	2018	70	4400	0.761	15.57	-30.19			
Mj?sa	?rret	2018	63	3000	0.265	15.49	-28.61			
Mj?sa	?rret	2019	74	5500	0.691	14.87	-27.06			
Mj?sa	?rret	2019	71	4700	0.441	15.04	-27.87			
Mj?sa	?rret	2019	78	7300	1.04	15.38	-26.31			
Mj?sa	?rret	2019	68	4300	1.07	16.54	-27.8			
Mj?sa	?rret	2019	68	2700	0.641	16.13	-27.52			
Mj?sa	?rret	2019	80	5900	0.395	16.2	-27.19			
Mj?sa	?rret	2019	71	4700	0.337	15.83	-27.65			
Mj?sa	?rret	2019	58	2500	0.195	15.52	-26.01			
Mj?sa	?rret	2019	80	6800	0.727	14.69	-26.98			
Mj?sa	?rret	2019	66	3400	0.388	15.29	-27.8			
Mj?sa	?rret	2019	66	3300	0.265	14.93	-27.53			
Mj?sa	?rret	2019	66	3300	0.381	15.3	-28.39			
Mj?sa	?rret	2019	72	2600	0.457	15.63	-28.92			
Mj?sa	?rret	2019	77	3800	1.495	15.69	-26.32			
Mj?sa	?rret	2019	64	3400	0.523	15.32	-27.47			
Mj?sa	?rret	2020	85	9200	0.58	15.02	-28.98			
Mj?sa	?rret	2020	73	3800	0.54	15.77	-26.91			
